B11,B2,B3,B4,B8,Label
2301,739,982,1306,1757,BarrenLand
2494,612,806,965,2106,BarrenLand
22,196,216,79,1,Water
19,257,321,158,35,Water
1906,814,1056,1116,1303,Infrastructure
1364,547,571,667,1069,BarrenLand
2358,529,705,777,2130,BarrenLand
20,160,166,78,1,Water
1606,1124,1274,1242,1723,Infrastructure
2930,719,1021,1554,2216,BarrenLand
1845,1172,1486,1402,1864,Infrastructure
2224,541,631,899,1332,BarrenLand
1713,507,630,476,2326,Forests
1988,1140,1200,1202,1553,Infrastructure
19,229,321,158,27,Water
1952,1298,1344,1282,1708,Infrastructure
1927,1090,1266,1280,1528,Infrastructure
1441,372,550,382,2156,Forests
1384,532,578,680,1050,BarrenLand
3174,1960,2042,2088,2000,Infrastructure
3065,742,987,1230,2406,BarrenLand
1658,504,662,506,2542,Forests
30,227,243,95,61,Water
200,552,622,484,465,Water
1881,1426,1538,1650,1814,Infrastructure
2385,1158,1234,1316,1331,Infrastructure
2494,953,1258,1840,2079,BarrenLand
1864,477,667,597,2210,Agriculture
1519,432,591,595,1501,Agriculture
1533,493,618,490,2450,Forests
4389,2014,2436,2862,3197,Infrastructure
1453,422,622,424,2708,Forests
2110,1126,1226,1416,1646,Infrastructure
1870,437,569,600,1976,Agriculture
1111,513,621,455,2234,Forests
1738,675,785,692,2172,Agriculture
1789,625,837,641,2598,Agriculture
2125,1180,1366,1526,1614,Infrastructure
20,232,207,90,51,Water
2238,1122,1202,1300,1906,Infrastructure
3593,1540,1680,1838,1762,Infrastructure
14,193,197,80,22,Water
1707,495,642,489,2388,Forests
18,246,322,171,28,Water
2478,625,848,908,2286,BarrenLand
1348,527,620,725,1041,BarrenLand
17,237,304,151,23,Water
110,236,206,161,222,Water
24,249,256,124,63,Water
20,205,206,90,51,Water
2079,628,955,592,3474,Agriculture
3241,1964,2336,2544,2553,Infrastructure
2679,605,808,1098,1896,BarrenLand
2134,1150,1278,1478,1922,Infrastructure
1436,422,589,435,2204,Forests
3817,1710,1926,2046,1901,Infrastructure
2297,542,706,915,1802,BarrenLand
32,289,378,217,47,Water
2268,1202,1288,1420,1609,Infrastructure
1519,495,649,662,1517,Agriculture
2231,670,872,1178,1704,BarrenLand
2128,1078,1250,1486,1576,Infrastructure
2274,539,700,756,2049,BarrenLand
2345,488,686,745,2050,BarrenLand
2339,609,845,903,2282,BarrenLand
40,198,221,85,1,Water
1788,1088,1174,1266,1482,Infrastructure
20,272,303,121,43,Water
2586,1302,1488,1538,1478,Infrastructure
1835,574,781,556,3130,Agriculture
19,247,327,152,26,Water
21,229,324,159,25,Water
1544,502,697,481,2910,Forests
2918,880,1026,1294,2003,BarrenLand
30,311,354,174,83,Water
1690,334,578,386,2677,Agriculture
1387,524,665,595,1728,Agriculture
1926,1342,1390,1488,1829,Infrastructure
1467,430,563,667,1164,Agriculture
1636,388,533,442,2249,Agriculture
19,240,325,155,21,Water
16,192,218,89,30,Water
26,211,227,94,58,Water
1237,385,486,324,1860,Forests
1100,624,692,786,1110,Agriculture
2462,701,885,1188,1779,BarrenLand
2231,608,713,924,1395,BarrenLand
2356,513,702,749,2029,BarrenLand
2393,604,727,960,1452,BarrenLand
22,231,319,156,25,Water
2438,1414,1396,1396,1772,Infrastructure
1780,411,548,567,1932,Agriculture
1401,448,606,786,1232,Agriculture
16,190,196,90,22,Water
1454,599,712,605,2144,Agriculture
149,371,323,270,297,Water
26,222,224,114,58,Water
2512,624,841,977,2103,BarrenLand
23,158,193,77,1,Water
1484,483,609,398,2220,Forests
31,298,339,160,82,Water
16,208,216,87,38,Water
1434,514,678,445,2494,Forests
17,259,318,153,23,Water
2261,569,678,882,1405,BarrenLand
15,214,207,95,47,Water
274,205,296,173,238,Water
27,232,233,110,66,Water
1470,406,608,422,2140,Forests
19,247,322,148,27,Water
1365,461,598,799,1195,Agriculture
24,241,308,157,24,Water
2319,547,741,818,2198,BarrenLand
1440,453,649,458,2442,Forests
19,246,332,157,28,Water
1207,337,415,452,942,Agriculture
1713,463,632,437,2220,Forests
3294,892,1166,1526,2442,BarrenLand
2188,489,663,709,1840,BarrenLand
2209,1004,1082,1200,1249,Infrastructure
127,238,210,164,212,Water
2289,611,807,1074,1901,BarrenLand
27,253,334,158,26,Water
16,208,227,63,5,Water
22,246,323,157,25,Water
1793,512,659,486,2494,Forests
2510,570,771,908,2041,BarrenLand
4024,849,1112,1468,2808,Agriculture
139,418,490,337,332,Water
32,306,354,172,82,Water
2260,550,664,880,1338,BarrenLand
1927,1402,1464,1532,1786,Infrastructure
1859,1168,1332,1300,1679,Infrastructure
890,523,599,659,929,Agriculture
1413,581,732,858,1367,BarrenLand
2503,562,733,799,2100,BarrenLand
1207,434,550,350,1692,Forests
269,497,580,413,498,Water
3952,824,1026,1490,2321,Agriculture
1644,570,687,721,2342,Agriculture
32,288,393,216,38,Water
28,274,375,210,36,Water
18,265,322,152,32,Water
3560,882,1104,1512,2352,Agriculture
20,223,198,96,52,Water
2891,744,920,1174,1832,BarrenLand
1910,541,692,675,1896,Agriculture
2086,1400,1738,1692,2006,Infrastructure
15,217,196,60,13,Water
29,252,384,209,34,Water
21,241,319,157,25,Water
1247,469,580,402,1816,Forests
1407,420,590,495,2201,Agriculture
1436,433,664,459,2604,Forests
1579,432,612,402,2464,Forests
2267,1300,1334,1380,1662,Infrastructure
1798,479,650,459,2850,Forests
1934,382,562,560,1933,Agriculture
2382,600,700,940,1422,BarrenLand
19,268,324,158,25,Water
184,490,571,405,442,Water
1478,354,530,406,2266,Forests
3017,642,805,1150,1962,BarrenLand
1952,1292,1576,1656,1881,Infrastructure
28,298,283,145,71,Water
1612,544,679,575,2359,Agriculture
1426,553,618,483,2222,Forests
2358,542,732,775,2096,BarrenLand
1894,553,711,653,2096,Agriculture
2383,594,772,877,2056,BarrenLand
1417,467,569,414,1908,Forests
1436,401,495,521,1094,Agriculture
19,265,318,160,23,Water
2494,996,1292,1856,2175,BarrenLand
1701,727,894,902,1830,Agriculture
195,494,604,443,456,Water
299,599,690,498,522,Water
18,237,332,153,28,Water
1544,653,712,803,1237,Agriculture
1845,545,697,650,2022,Agriculture
1720,384,558,484,2150,Agriculture
2053,422,784,377,3930,Agriculture
1972,963,1206,1488,1680,BarrenLand
1599,374,496,599,1058,Agriculture
19,260,327,158,35,Water
3030,713,954,1290,2140,BarrenLand
209,524,598,414,468,Water
2081,1352,1472,1574,1675,Infrastructure
1464,543,706,951,1373,Agriculture
2910,1494,1574,1566,1508,Infrastructure
19,251,324,155,27,Water
1689,373,552,460,2254,Agriculture
944,504,608,639,878,BarrenLand
2518,603,871,946,2296,BarrenLand
1974,886,1196,1574,1766,BarrenLand
204,531,613,466,453,Water
2278,562,705,928,1698,BarrenLand
1901,541,691,656,1942,Agriculture
1505,475,571,430,2008,Forests
1855,878,999,1046,1148,Infrastructure
2678,968,1332,1868,2157,BarrenLand
2639,646,833,1042,1858,BarrenLand
2249,543,624,846,1255,BarrenLand
2346,615,769,1050,1692,BarrenLand
1701,741,888,897,1773,Agriculture
1237,361,447,288,1652,Forests
2231,653,886,1164,1664,BarrenLand
27,211,233,88,70,Water
1907,1114,1390,1344,1687,Infrastructure
1657,439,654,460,2500,Forests
1334,348,486,329,1846,Forests
1365,436,580,761,1186,Agriculture
2794,731,957,1170,2185,BarrenLand
1728,447,598,567,1862,Forests
1788,591,805,569,3002,Forests
1769,510,616,613,2070,Forests
1836,883,1072,1520,2085,Infrastructure
1570,520,686,485,2798,Forests
19,248,334,157,26,Water
2242,732,937,1288,1713,BarrenLand
3572,1964,2126,2320,2253,Infrastructure
17,230,336,156,23,Water
889,523,572,675,953,Agriculture
21,227,213,76,31,Water
1666,1376,1604,1632,1803,Infrastructure
1372,1090,1076,1212,1158,Infrastructure
2013,1470,1694,1874,2065,Infrastructure
1839,1126,1264,1398,1692,Infrastructure
1602,545,681,601,2214,Agriculture
2438,1370,1398,1426,1657,Infrastructure
2143,1058,1208,1252,1571,Infrastructure
1009,418,548,351,1698,Forests
23,182,219,76,1,Water
2986,751,920,1224,1798,BarrenLand
33,289,277,141,71,Water
1760,499,672,553,2278,Agriculture
1826,882,935,997,1554,Infrastructure
2440,545,752,874,2144,BarrenLand
2458,590,844,945,2231,BarrenLand
1601,539,691,577,2325,Agriculture
1916,1296,1538,1636,2055,Infrastructure
1940,597,707,703,1996,Agriculture
1512,617,714,626,2322,Agriculture
1431,435,537,406,2288,Forests
1598,383,511,388,2020,Forests
24,242,334,158,27,Water
27,220,235,106,66,Water
2269,542,705,991,1701,BarrenLand
1419,476,512,585,1066,Agriculture
1676,373,543,466,2224,Agriculture
20,257,321,157,26,Water
18,246,333,168,24,Water
1125,574,654,748,1096,Agriculture
1713,480,651,489,2264,Forests
2794,698,977,1144,2595,Agriculture
1459,538,606,454,2234,Forests
2037,1530,1576,1598,2066,Infrastructure
1602,527,655,585,2242,Agriculture
1936,1003,1166,1222,1412,Infrastructure
2417,542,777,824,2202,BarrenLand
1467,426,510,574,1032,Agriculture
1535,373,525,353,2168,Forests
29,292,384,221,39,Water
1864,496,661,647,2181,Agriculture
2011,841,873,1012,1284,Infrastructure
33,284,388,216,37,Water
976,539,579,671,881,Agriculture
146,379,348,285,291,Water
2606,1538,1462,1526,2076,Infrastructure
1437,460,591,589,1461,Agriculture
2333,586,685,950,1451,BarrenLand
2202,1224,1350,1698,1908,Infrastructure
1259,368,530,379,2264,Forests
19,235,327,157,31,Water
1876,473,653,622,2123,Agriculture
2162,1250,1650,1666,1974,Infrastructure
2374,1108,1200,1262,1301,Infrastructure
2490,1112,1238,1320,1282,Infrastructure
19,214,216,104,62,Water
24,227,247,97,62,Water
143,381,344,276,343,Water
32,288,368,219,45,Water
2291,1428,1646,1788,2154,Infrastructure
1423,357,501,359,2140,Forests
2478,902,1218,1760,2050,BarrenLand
1387,524,653,580,1672,Agriculture
2388,565,751,1021,1753,BarrenLand
2035,1116,1070,1096,1172,Infrastructure
19,241,343,156,25,Water
1832,1210,1354,1404,1529,Infrastructure
3198,782,946,1300,2142,BarrenLand
1597,537,688,573,2221,Agriculture
153,377,331,272,341,Water
1244,540,640,488,2510,Forests
1788,1252,1130,1248,1475,Infrastructure
1876,473,637,635,2088,Agriculture
1960,1394,1450,1366,1738,Infrastructure
2425,735,934,1194,1716,BarrenLand
22,240,327,162,36,Water
1150,1080,1028,1146,1226,Infrastructure
4204,2536,2934,3454,3718,Infrastructure
27,175,216,87,1,Water
2232,1332,1462,1472,1623,Infrastructure
26,250,240,109,64,Water
1885,498,708,521,3254,Forests
1653,364,533,456,2270,Agriculture
1793,571,677,483,2678,Forests
20,254,321,147,26,Water
3817,2078,2184,2282,2230,Infrastructure
169,223,295,180,215,Water
1262,533,696,510,2690,Forests
1796,436,643,456,2492,Forests
16,216,215,56,1,Water
20,258,307,134,43,Water
31,305,324,149,73,Water
2166,720,958,1264,1746,BarrenLand
1697,434,585,447,2108,Forests
19,247,333,147,26,Water
17,246,323,156,23,Water
2470,1074,1202,1178,1550,Infrastructure
2312,581,717,1003,1735,BarrenLand
1615,541,661,576,2212,Agriculture
180,542,605,476,468,Water
1384,475,548,643,879,BarrenLand
2095,954,1078,1276,1569,Infrastructure
1531,591,729,853,1584,Agriculture
1693,493,688,464,2724,Forests
2366,594,724,967,1559,BarrenLand
2278,570,716,948,1723,BarrenLand
194,490,552,398,423,Water
2287,1098,1234,1322,1515,Infrastructure
2665,828,1030,1250,1888,BarrenLand
2800,670,883,1198,1826,BarrenLand
2022,1406,1520,1960,1917,Infrastructure
19,272,327,158,33,Water
1741,386,564,478,2338,Agriculture
3288,778,1076,1642,2596,BarrenLand
2984,921,1314,1800,2409,BarrenLand
2829,1044,1470,1642,1421,Infrastructure
2474,504,680,763,1920,BarrenLand
1783,502,639,626,2140,Agriculture
23,178,195,66,1,Water
152,354,337,277,291,Water
22,259,385,212,34,Water
26,287,334,159,74,Water
140,422,488,335,339,Water
21,213,212,92,29,Water
1973,351,633,480,2443,Agriculture
1374,556,570,694,917,BarrenLand
2185,570,709,929,1475,BarrenLand
1861,599,774,825,2406,Agriculture
151,382,356,283,304,Water
2366,608,753,1021,1818,BarrenLand
312,560,539,426,513,Water
2249,519,669,769,1856,BarrenLand
26,244,318,153,26,Water
200,464,559,408,412,Water
22,259,314,157,32,Water
1835,587,791,556,2950,Agriculture
20,211,204,90,51,Water
1533,474,691,500,2714,Forests
25,232,338,156,27,Water
1854,519,775,536,3328,Forests
137,372,316,273,267,Water
1584,443,616,478,1912,Forests
28,270,267,121,68,Water
4023,819,1062,1496,2379,Agriculture
1517,619,709,696,1766,Agriculture
18,207,214,55,1,Water
1111,418,530,375,1522,Forests
2689,663,828,1118,1722,BarrenLand
1955,565,709,696,1970,Agriculture
1428,496,577,408,2096,Forests
2356,523,744,797,2082,BarrenLand
2003,1124,1208,1432,1578,Infrastructure
2313,507,677,734,1909,BarrenLand
1793,543,678,511,2766,Forests
1711,408,562,378,2404,Forests
1783,485,633,605,2185,Agriculture
1420,415,453,528,955,Agriculture
22,293,382,211,34,Water
29,280,366,210,37,Water
1507,568,662,784,1147,BarrenLand
2380,1582,1732,1794,2106,Infrastructure
2369,694,889,1182,1721,BarrenLand
1609,559,670,546,2696,Forests
15,191,197,90,22,Water
1869,968,1130,1208,1342,Infrastructure
2348,510,669,783,1876,BarrenLand
1689,511,645,534,2181,Agriculture
7,205,217,45,1,Water
1648,410,494,377,1708,Forests
1845,1028,1194,1168,1500,Infrastructure
2166,712,967,1278,1638,BarrenLand
2270,514,674,899,1655,BarrenLand
2366,594,713,986,1546,BarrenLand
1783,440,576,586,1969,Agriculture
23,216,190,95,52,Water
23,225,189,94,59,Water
1877,861,900,1032,1453,Infrastructure
2989,742,859,1164,1731,BarrenLand
19,159,198,48,1,Water
1442,357,528,498,1698,Agriculture
2016,703,896,1124,1653,BarrenLand
1868,503,703,492,2744,Forests
2811,681,874,1180,1911,BarrenLand
2914,813,1128,1660,2438,BarrenLand
21,269,305,124,44,Water
125,383,359,277,372,Water
2157,836,1152,1628,1952,BarrenLand
1595,935,1100,1132,1946,Infrastructure
3376,816,1132,1716,2644,BarrenLand
2332,576,810,926,2177,BarrenLand
1652,513,653,472,2348,Forests
1836,1128,1266,1568,1936,Infrastructure
12,202,213,83,42,Water
31,309,343,158,83,Water
1510,386,542,375,2130,Forests
14,196,192,90,22,Water
19,254,320,158,28,Water
2615,582,747,817,2141,BarrenLand
1529,494,688,530,2480,Forests
1854,484,653,454,2758,Forests
15,203,197,84,50,Water
1865,1116,1216,1212,1528,Infrastructure
2062,440,677,511,2705,Agriculture
1870,489,667,478,2762,Forests
1902,603,827,557,3138,Agriculture
1818,1344,1592,1628,1967,Infrastructure
2486,935,1262,1814,2098,BarrenLand
2544,611,828,1206,1848,BarrenLand
20,263,305,133,43,Water
29,292,368,207,38,Water
19,237,327,165,23,Water
2819,1532,1500,1644,1782,Infrastructure
2606,1498,1388,1476,1728,Infrastructure
18,249,325,156,23,Water
2327,453,644,722,1683,BarrenLand
2883,714,982,1506,2125,BarrenLand
2475,891,1198,1622,1830,BarrenLand
3181,1756,1910,2062,1945,Infrastructure
2449,526,727,907,1836,BarrenLand
1552,419,550,388,2204,Forests
1733,427,582,571,2066,Agriculture
1410,455,664,492,2944,Forests
2330,614,719,959,1598,BarrenLand
1397,496,678,419,2524,Forests
2461,555,760,883,2092,BarrenLand
20,226,221,92,64,Water
1453,397,532,398,2476,Forests
1343,372,481,342,2016,Forests
1426,524,667,462,2308,Forests
19,238,326,157,24,Water
1478,407,523,380,2070,Forests
29,288,393,195,34,Water
1727,694,881,814,1924,Agriculture
2339,592,853,934,2221,BarrenLand
2609,695,909,1300,1989,BarrenLand
21,237,324,156,26,Water
1365,441,595,747,1151,Agriculture
96,316,365,142,51,Water
211,546,592,423,460,Water
2062,1126,1308,1320,1396,Infrastructure
3182,772,1084,1650,2484,BarrenLand
237,516,606,440,471,Water
29,238,229,99,64,Water
170,255,225,154,210,Water
1696,705,749,852,1294,Agriculture
3365,818,1116,1636,2630,BarrenLand
2267,581,698,910,1551,BarrenLand
27,223,239,97,68,Water
1546,521,742,487,2662,Forests
1657,439,639,442,2388,Forests
1410,376,529,369,2236,Forests
2249,548,767,805,2217,BarrenLand
1310,527,615,459,2448,Forests
1491,926,1128,1158,1284,Infrastructure
2510,574,789,913,2000,BarrenLand
2348,579,744,1004,1753,BarrenLand
2188,499,690,736,1816,BarrenLand
2297,513,667,740,2164,BarrenLand
1434,491,576,441,2204,Forests
1373,451,561,392,2220,Forests
1837,1276,1268,1382,1784,Infrastructure
2755,801,1078,1432,2040,BarrenLand
2789,653,805,1110,1930,BarrenLand
2261,586,731,1004,1630,BarrenLand
1958,716,841,1108,1635,BarrenLand
19,263,319,157,24,Water
2397,1358,1498,1560,1667,Infrastructure
20,185,196,90,22,Water
2461,539,753,871,2137,BarrenLand
2231,560,796,785,2320,BarrenLand
1777,445,731,460,2906,Agriculture
2132,1084,1302,1484,1745,Infrastructure
1644,550,669,612,2202,Agriculture
1607,575,820,581,3328,Forests
26,199,247,104,62,Water
1715,637,792,907,1332,BarrenLand
1450,433,633,424,2542,Forests
25,245,245,105,65,Water
3228,811,1098,1692,2522,BarrenLand
2013,1252,1518,1590,1827,Infrastructure
1692,806,794,891,1011,Infrastructure
3025,808,1094,1614,2288,BarrenLand
1401,436,585,761,1202,Agriculture
26,242,248,101,63,Water
1750,436,623,405,2770,Forests
1476,440,556,404,2154,Forests
2215,582,649,892,1405,BarrenLand
18,237,313,155,27,Water
20,253,319,160,31,Water
1666,452,650,435,2488,Forests
2007,1028,1232,1310,1665,Infrastructure
28,211,216,99,51,Water
20,253,340,150,26,Water
1835,590,827,546,3343,Agriculture
16,198,209,75,31,Water
1901,1506,1584,1690,1892,Infrastructure
3076,1958,1912,2124,2447,Infrastructure
1739,633,742,661,2122,Agriculture
2735,1874,2164,2410,2489,Infrastructure
1942,565,724,683,2018,Agriculture
1693,391,552,480,2100,Agriculture
1756,656,745,686,2140,Agriculture
17,260,310,158,27,Water
135,382,340,279,326,Water
149,361,328,264,288,Water
2440,1154,1246,1320,1338,Infrastructure
1376,519,603,690,952,BarrenLand
1865,1066,984,1144,1498,Infrastructure
1345,411,566,404,2424,Forests
2054,415,547,640,1234,Agriculture
2529,606,838,971,2214,BarrenLand
23,270,375,215,34,Water
19,233,326,153,29,Water
2908,1198,1288,1344,1368,Infrastructure
3008,778,1094,1594,2424,BarrenLand
2784,745,933,1220,1975,BarrenLand
1674,525,709,509,2834,Forests
3157,1114,1342,1574,1852,Infrastructure
1100,615,688,764,1140,Agriculture
18,196,207,49,1,Water
20,210,212,87,52,Water
2225,519,605,846,1299,BarrenLand
1644,594,717,781,2361,Agriculture
20,254,334,175,24,Water
3291,867,1244,1632,2562,BarrenLand
27,234,249,90,62,Water
26,242,232,91,70,Water
1552,436,583,402,2228,Forests
2327,551,726,865,1927,BarrenLand
22,180,221,70,1,Water
1570,354,550,354,2400,Forests
1955,510,689,520,2724,Forests
148,250,221,176,225,Water
16,263,326,129,44,Water
3365,818,1124,1716,2624,BarrenLand
20,263,323,157,26,Water
1244,463,655,465,2424,Forests
2769,709,896,1210,1884,BarrenLand
1710,416,552,510,2119,Agriculture
110,229,214,168,223,Water
25,264,285,130,58,Water
2529,628,824,946,2215,BarrenLand
2360,1130,1372,1508,1732,Infrastructure
24,254,319,158,26,Water
1310,465,596,437,2230,Forests
199,538,607,465,465,Water
2819,1166,1234,1362,1354,Infrastructure
2287,1596,1560,1656,1897,Infrastructure
23,229,229,100,69,Water
19,247,315,157,25,Water
2022,1021,1144,1272,1583,Infrastructure
2224,550,673,908,1352,BarrenLand
1748,705,773,837,1037,Infrastructure
2379,1332,1638,1822,2601,Infrastructure
2053,427,725,414,3350,Agriculture
1407,374,533,470,2266,Agriculture
1112,457,482,357,1472,Forests
2133,1454,1696,1712,2306,Infrastructure
35,306,331,157,74,Water
1506,573,717,868,1295,BarrenLand
2518,587,857,938,2328,BarrenLand
2332,585,727,977,1493,BarrenLand
2231,545,642,846,1293,BarrenLand
1247,368,486,353,1976,Forests
2829,1116,1364,1516,1597,Infrastructure
17,185,202,90,22,Water
1101,606,688,761,1102,Agriculture
2685,1038,1396,2002,2293,BarrenLand
21,228,326,157,25,Water
1519,469,590,669,1276,Agriculture
2779,1400,1408,1626,1693,Infrastructure
2964,921,1226,1636,2153,BarrenLand
22,280,379,210,33,Water
98,326,377,134,61,Water
33,276,372,216,34,Water
1393,383,555,376,2200,Forests
1750,430,617,452,2652,Forests
14,208,210,88,44,Water
23,235,235,94,64,Water
1780,399,536,503,2067,Agriculture
367,351,321,290,338,Water
1372,518,532,655,895,BarrenLand
1428,455,598,430,2358,Forests
2383,555,734,833,2032,BarrenLand
1471,426,574,514,1970,Agriculture
3204,1894,2308,2552,2414,Infrastructure
3065,719,917,1130,2280,BarrenLand
1734,587,708,823,1298,Agriculture
2849,1554,1798,1944,1842,Infrastructure
1552,470,603,431,2212,Forests
2267,1470,1546,1656,1794,Infrastructure
1552,422,586,415,2440,Forests
2838,722,918,1248,2031,BarrenLand
2433,630,835,983,2220,BarrenLand
2994,781,996,1322,2298,BarrenLand
176,378,333,282,294,Water
1463,348,541,350,2388,Forests
18,238,319,157,24,Water
19,247,303,158,27,Water
1498,321,450,379,1613,Agriculture
1869,1012,1204,1228,1403,Infrastructure
148,258,236,184,232,Water
15,191,187,81,24,Water
1860,985,1054,1106,1386,Infrastructure
2457,747,947,1194,1685,BarrenLand
22,211,203,98,50,Water
1902,557,679,658,1975,Agriculture
2081,1226,1410,1406,1572,Infrastructure
1570,491,684,483,2588,Forests
1787,1014,1034,1158,1448,Infrastructure
18,242,322,156,23,Water
976,517,581,671,868,Agriculture
21,202,218,80,31,Water
1485,543,626,810,1117,BarrenLand
1878,540,687,634,2042,Agriculture
2320,716,901,1154,1559,BarrenLand
1418,424,537,363,2076,Forests
1938,1080,1314,1616,1974,Infrastructure
3204,1860,2298,2480,2348,Infrastructure
2249,521,700,728,1980,BarrenLand
2202,583,696,922,1349,BarrenLand
2346,572,667,884,1406,BarrenLand
24,260,318,158,26,Water
1745,382,547,498,2024,Agriculture
1624,414,505,354,1768,Forests
1459,504,715,467,2470,Forests
1479,478,608,441,2442,Forests
194,544,603,467,441,Water
3365,803,1126,1656,2604,BarrenLand
1541,561,736,584,2988,Forests
